用户名,评论时间,评论内容,点赞数
F8F8,2020-01-07 13:27:20,收盘5.15,1
F8F8,2020-01-07 13:27:20,收盘5.15,1
庄稼都不行,2020-01-07 13:34:09,？？？什么鬼,0
庄稼都不行,2020-01-07 13:34:09,？？？什么鬼,0
储能钒电池,2020-01-07 13:35:53,年前还会回到5元以下的，大家不要着急，嘻嘻！,1
储能钒电池,2020-01-07 13:35:53,年前还会回到5元以下的，大家不要着急，嘻嘻！,1
储能钒电池,2020-01-07 13:37:20,股东增持说明不会有说明利好，做T安全，嘻嘻嘻,3
储能钒电池,2020-01-07 13:37:20,股东增持说明不会有说明利好，做T安全，嘻嘻嘻,3
A东方之子,2020-01-07 13:38:14,风暴将至，小心为上。关注点位极限5元。,0
A东方之子,2020-01-07 13:38:14,风暴将至，小心为上。关注点位极限5元。,0
储能钒电池,2020-01-07 13:43:27,"年底钱最好的做T机会，大盘也差不多该回调回调,嘻嘻",0
储能钒电池,2020-01-07 13:43:27,"年底钱最好的做T机会，大盘也差不多该回调回调,嘻嘻",0
一二三木头人哦哦,2020-01-07 13:47:11,大单压着上不去,0
一二三木头人哦哦,2020-01-07 13:47:11,大单压着上不去,0
股友ZFnxUU,2020-01-07 13:49:57,快快快，都让开，让我卖一手,1
股友ZFnxUU,2020-01-07 13:49:57,快快快，都让开，让我卖一手,1
股友H8ecjY,2020-01-07 13:52:53,哪里又冒出一个神棍。,0
股友H8ecjY,2020-01-07 13:52:53,哪里又冒出一个神棍。,0
哈尼克孜,2020-01-07 13:53:32,庄家不边拉边出货 哪来那么多钱？,0
哈尼克孜,2020-01-07 13:53:32,庄家不边拉边出货 哪来那么多钱？,0
爱心小股民呀,2020-01-07 13:54:29,谁着急卖呀！！,0
爱心小股民呀,2020-01-07 13:54:29,谁着急卖呀！！,0
唔系老虎油,2020-01-07 13:55:30,滚,0
唔系老虎油,2020-01-07 13:55:30,滚,0
股友sTca0X,2020-01-07 13:55:43,胜利的冲锋号响起了，满仓冲啊,0
股友sTca0X,2020-01-07 13:55:43,胜利的冲锋号响起了，满仓冲啊,0
爱心小股民呀,2020-01-07 13:56:04,那个卖2万手的人……,0
爱心小股民呀,2020-01-07 13:56:04,那个卖2万手的人……,0
ahczr,2020-01-07 13:56:23,冲啊!,1
ahczr,2020-01-07 13:56:23,冲啊!,1
心中魔,2020-01-07 13:56:24,就是要压，要不然怎么吸？,0
心中魔,2020-01-07 13:56:24,就是要压，要不然怎么吸？,0
钒心不改,2020-01-07 13:56:30,煞笔,0
钒心不改,2020-01-07 13:56:30,煞笔,0
莺鸣花间,2020-01-07 13:57:41,我刚卖完，你们是不是应该谢谢我啊,0
莺鸣花间,2020-01-07 13:57:41,我刚卖完，你们是不是应该谢谢我啊,0
F8F8,2020-01-07 13:58:27,明天有色金属还会拉升 大家拿住了,1
F8F8,2020-01-07 13:58:27,明天有色金属还会拉升 大家拿住了,1
储能钒电池,2020-01-07 13:59:02,目前全部指标都处高位，大家不要追高了！,0
储能钒电池,2020-01-07 13:59:02,目前全部指标都处高位，大家不要追高了！,0
风花雪夜玫瑰花,2020-01-07 13:59:35,每次预测都很准的,1
风花雪夜玫瑰花,2020-01-07 13:59:35,每次预测都很准的,1
股市价值发现,2020-01-07 14:00:48,还是稳如狗！！,1
股市价值发现,2020-01-07 14:00:48,还是稳如狗！！,1
土豪梦一地蛋碎,2020-01-07 14:03:38,走了，走完就涨了,0
土豪梦一地蛋碎,2020-01-07 14:03:38,走了，走完就涨了,0
风花雪夜玫瑰花,2020-01-07 14:06:33,有听了的哦,0
与庄同在998,2020-01-07 14:07:51,国人感觉贵，外资感觉是白菜价，才70多美分,1
与庄同在998,2020-01-07 14:07:51,国人感觉贵，外资感觉是白菜价，才70多美分,1
回收哥,2020-01-07 14:08:10,估计下午还是外资买起来的,1
回收哥,2020-01-07 14:08:10,估计下午还是外资买起来的,1
昂首向钱,2020-01-07 14:08:16,谢谢你，明天继续卖,0
储能钒电池,2020-01-07 14:08:59,5.2以上全部清掉，机会难得，嘻嘻,0
储能钒电池,2020-01-07 14:08:59,5.2以上全部清掉，机会难得，嘻嘻,0
储能钒电池,2020-01-07 14:09:56,5.2以上全部清掉，机会难得，嘻嘻,1
储能钒电池,2020-01-07 14:09:56,5.2以上全部清掉，机会难得，嘻嘻,1
心动的玄子,2020-01-07 14:10:13,牛主力真牛,0
心动的玄子,2020-01-07 14:10:13,牛主力真牛,0
意外之外2,2020-01-07 14:18:12,一大堆在这里面做T的。钴锂搞完玩镍的时候就是起飞的时候。,0
意外之外2,2020-01-07 14:18:12,一大堆在这里面做T的。钴锂搞完玩镍的时候就是起飞的时候。,0
股友xEYksI,2020-01-07 14:19:53,小慢牛，心急吃不了热豆腐，得还得两三个月能翻倍,2
股友xEYksI,2020-01-07 14:19:53,小慢牛，心急吃不了热豆腐，得还得两三个月能翻倍,2
静待花开7791,2020-01-07 14:22:20,5.20元抛单太大啦,0
静待花开7791,2020-01-07 14:22:20,5.20元抛单太大啦,0
ao888gu,2020-01-07 14:24:26,可买000158常山北明,0
ao888gu,2020-01-07 14:24:26,可买000158常山北明,0
韭菜铁布衫,2020-01-07 14:30:09,2点30了,0
韭菜铁布衫,2020-01-07 14:30:09,2点30了,0
吴宸2018,2020-01-07 14:34:37,可上可下，半仓换股去咯,0
吴宸2018,2020-01-07 14:34:37,可上可下，半仓换股去咯,0
天涯处处有芳草,2020-01-07 14:43:23,nan,2
天涯处处有芳草,2020-01-07 14:43:23,nan,2
新东湖,2020-01-07 14:44:40,又准备涨1分？,0
新东湖,2020-01-07 14:44:40,又准备涨1分？,0
ahczr,2020-01-07 14:51:25,尾盘涨涨,0
ahczr,2020-01-07 14:51:25,尾盘涨涨,0
股友sTca0X,2020-01-07 15:01:49,毛巾递上，搽搽汗，辛苦,0
股友sTca0X,2020-01-07 15:01:49,毛巾递上，搽搽汗，辛苦,0
知止有得831,2020-01-07 15:09:03,小白不懂,0
知止有得831,2020-01-07 15:09:03,小白不懂,0
SamQ,2020-01-07 15:55:31,今天调整很充分，明天继续稳步推进。下半周会有调整整固。,1
SamQ,2020-01-07 15:55:31,今天调整很充分，明天继续稳步推进。下半周会有调整整固。,1
割镰刀,2020-01-07 16:09:00,有人还记得5.20这个价格吗,2
割镰刀,2020-01-07 16:09:00,有人还记得5.20这个价格吗,2
资金解密,2020-01-07 16:20:51,"今日格林美主力净流入额达-121.92万元，净占比-0.18%，其中超大单净流入额-1326.81万元,净占比-2.00%，大单净流入额1204.89万元，净占比1.82%。净超大-1326.81万净大单1204.89万净中单-387.65万净小单509.57万格林美资金流向数据类型 流入(万元) 流出(万元)超大 3755.09 -5081.90大单 19833.88 -18628.99中单 24173.59 -24561.25小单 18518.33 -18008.76资金解读5.215.045.131.17%1.17%0.00%价格均线成交量 130.60万2.47万009:3015:00格林美(002340) 2020-01-07 15:00格林美收盘涨幅1.17%，其中，成交最活跃的价格分别为5.18、5.19、5.20，成交密集的手数区间分布于1000-1500、700-1000、1500-2000手，大单介入居多。成交活跃统计9:30-15:00 成交均价 5.10成交价格 主买累计成交量 主卖累计成交量 主买占比 主卖占比5.18 7087482 2163040 5.38% 1.64%5.19 4539580 2515600 3.45% 1.91%5.20 4950590 597988 3.76% 0.45%5.21 1599582 186780 1.21% 0.14%展开阅读全文",0
资金解密,2020-01-07 16:20:51,"今日格林美主力净流入额达-121.92万元，净占比-0.18%，其中超大单净流入额-1326.81万元,净占比-2.00%，大单净流入额1204.89万元，净占比1.82%。净超大-1326.81万净大单1204.89万净中单-387.65万净小单509.57万格林美资金流向数据类型 流入(万元) 流出(万元)超大 3755.09 -5081.90大单 19833.88 -18628.99中单 24173.59 -24561.25小单 18518.33 -18008.76资金解读5.215.045.131.17%1.17%0.00%价格均线成交量 130.60万2.47万009:3015:00格林美(002340) 2020-01-07 15:00格林美收盘涨幅1.17%，其中，成交最活跃的价格分别为5.18、5.19、5.20，成交密集的手数区间分布于1000-1500、700-1000、1500-2000手，大单介入居多。成交活跃统计9:30-15:00 成交均价 5.10成交价格 主买累计成交量 主卖累计成交量 主买占比 主卖占比5.18 7087482 2163040 5.38% 1.64%5.19 4539580 2515600 3.45% 1.91%5.20 4950590 597988 3.76% 0.45%5.21 1599582 186780 1.21% 0.14%展开阅读全文",0
开始赚钱了998,2020-01-07 16:21:23,有什么故事吗,0
开始赚钱了998,2020-01-07 16:21:23,有什么故事吗,0
O一尘O,2020-01-07 16:44:38,5.18我要发，明天涨停，大家一起收红包。欧耶,6
O一尘O,2020-01-07 16:44:38,5.18我要发，明天涨停，大家一起收红包。欧耶,6
割肉不眨眼睛,2020-01-07 16:57:22,4.1的本买了一点点，钱多钱少，赚点就好,1
割肉不眨眼睛,2020-01-07 16:57:22,4.1的本买了一点点，钱多钱少，赚点就好,1
吴宸2018,2020-01-07 16:58:36,涨停不可能,0
吴宸2018,2020-01-07 16:58:36,涨停不可能,0
O一尘O,2020-01-07 17:02:28,今年无疑将是特斯拉点燃的新能源汽车产业链概念最火爆，将会出现一大批10倍股。先后顺序是特斯拉概念股供应商---然后是大家都知道电池占电动车的40%成本那就是电池概念，首先是上游的钴镍锂，所有的电动车没有他们开不动哈哈，那我首选格林美，股价不高，还迎合了中国最近几年的环保概念，大家也知道目前很多冶炼化工等企业还在被行政停产中，为什么？环保啊，环保已经取代了过去的GTP来衡量官员是否作为，还有就是格林美可以在其他矿企业提炼过后还能提炼高质量大量的钴镍资源，单凭这技术就牛，如果发展大了，是不是上游全吃还有其他上游企业什么事啊。-----再然后是电机稀土永磁和电动汽车配件软件系统推荐江特电机，入选理由，价格够低，风险已经去除，今年将是价值回归年，还有他手里可是有大量的锂矿啊，------再然后是国产电动汽车，无疑唯一好标的就是北汽蓝谷，对的，目前唯一的电动车上市企业，唯一没错，他的资产只有电动汽车，大家想啊目前的国产汽车他们也有电动汽车，如果十年后大街上基本都是电动汽车了，那么他们的油车资产是不是要一年贬值10个点，增长的电动车资产都被油车吃掉了，所以未来的电动车前三必然不是现有的汽车强势企业，就像手机一样，过去的诺基亚摩托罗拉早就灭亡了，中国完整的产业链必然孕育出几个国产强车，北汽蓝谷必然占一席，不是最强也必然是前三，那么10年后1-2千亿市值是必然，所以未来十倍股必然有他。欢迎来喷，喷死算球,2
O一尘O,2020-01-07 17:02:28,今年无疑将是特斯拉点燃的新能源汽车产业链概念最火爆，将会出现一大批10倍股。先后顺序是特斯拉概念股供应商---然后是大家都知道电池占电动车的40%成本那就是电池概念，首先是上游的钴镍锂，所有的电动车没有他们开不动哈哈，那我首选格林美，股价不高，还迎合了中国最近几年的环保概念，大家也知道目前很多冶炼化工等企业还在被行政停产中，为什么？环保啊，环保已经取代了过去的GTP来衡量官员是否作为，还有就是格林美可以在其他矿企业提炼过后还能提炼高质量大量的钴镍资源，单凭这技术就牛，如果发展大了，是不是上游全吃还有其他上游企业什么事啊。-----再然后是电机稀土永磁和电动汽车配件软件系统推荐江特电机，入选理由，价格够低，风险已经去除，今年将是价值回归年，还有他手里可是有大量的锂矿啊，------再然后是国产电动汽车，无疑唯一好标的就是北汽蓝谷，对的，目前唯一的电动车上市企业，唯一没错，他的资产只有电动汽车，大家想啊目前的国产汽车他们也有电动汽车，如果十年后大街上基本都是电动汽车了，那么他们的油车资产是不是要一年贬值10个点，增长的电动车资产都被油车吃掉了，所以未来的电动车前三必然不是现有的汽车强势企业，就像手机一样，过去的诺基亚摩托罗拉早就灭亡了，中国完整的产业链必然孕育出几个国产强车，北汽蓝谷必然占一席，不是最强也必然是前三，那么10年后1-2千亿市值是必然，所以未来十倍股必然有他。欢迎来喷，喷死算球,2
吴宸2018,2020-01-07 17:04:20,去年定增完成后，高台跳水的位置。为什么会跳水呢？什么原因？请指教。,0
吴宸2018,2020-01-07 17:04:20,去年定增完成后，高台跳水的位置。为什么会跳水呢？什么原因？请指教。,0
复归于无,2020-01-07 17:06:00,回收哥好久不见,0
复归于无,2020-01-07 17:06:00,回收哥好久不见,0
star6,2020-01-07 17:07:52,更有人想翻10倍，这些人地沟油吃多了么,1
star6,2020-01-07 17:07:52,更有人想翻10倍，这些人地沟油吃多了么,1
O一尘O,2020-01-07 17:08:40,今年三只股目标价，格林美12元，江特10元，北汽蓝谷10元，国庆节前验证，。欢迎来喷，北汽蓝谷从11月的5.02一直向上，平均一年一倍，加油，长线北汽，短线格林和江特，格林爆发的可能性更大，上方压力更小。,0
O一尘O,2020-01-07 17:08:40,今年三只股目标价，格林美12元，江特10元，北汽蓝谷10元，国庆节前验证，。欢迎来喷，北汽蓝谷从11月的5.02一直向上，平均一年一倍，加油，长线北汽，短线格林和江特，格林爆发的可能性更大，上方压力更小。,0
营魄抱壹,2020-01-07 17:09:21,要跳水了，4.67见,0
营魄抱壹,2020-01-07 17:09:21,要跳水了，4.67见,0
股市有涨有跌,2020-01-07 17:10:12,是异想天开。,0
股市有涨有跌,2020-01-07 17:10:12,是异想天开。,0
O一尘O,2020-01-07 17:12:46,你可以卖了，看将来会不会后悔,0
O一尘O,2020-01-07 17:12:46,你可以卖了，看将来会不会后悔,0
李芒忙,2020-01-07 17:15:28,咋啦？,0
李芒忙,2020-01-07 17:15:28,咋啦？,0
star6,2020-01-07 17:32:39,只是提醒你们不要期望太高了。许老板说不定明年又来个定增,0
star6,2020-01-07 17:32:39,只是提醒你们不要期望太高了。许老板说不定明年又来个定增,0
